,address,effective_rent
1378,"2610-10 Florida A1A, Atlantic Beach, FL 32233",1620
1379,"26101 Preserve Parkway, Lake Wales, FL 33859",1178
1380,"2615 N Grady Ave, Tampa, FL 33607",2205
1381,"2616 Mission Rd, Tallahassee, FL 32304",981
1382,"2625 NW 10th Ave, Miami, FL 33127",1272
1383,"2625 SW 75th St, Gainesville, FL 32608",1276
1384,"2626 E Park Ave, Tallahassee, FL 32301",934
1385,"2639 Granada Bay Dr, Melbourne, FL 32934",1767
1386,"264 Springs Colony Cir, Altamonte Springs, FL 32714",1628
1387,"2641 Trollie Ln, Jacksonville, FL 32211",783
1388,"2648 Bermuda Lake Dr, Brandon, FL 33510",1920
1389,"2650 69th Terrace, Vero Beach, FL 32966",1387
1390,"2650 Dade Ave, Orlando, FL 32804",2051
1391,"2650 Dean Rd, Jacksonville, FL 32216",1202
1392,"2651 Vista Rise, Tallahassee, FL 32304",847
1393,"2652 N McMullen Booth Rd, Clearwater, FL 33761",1807
1394,"2660 Old Bainbridge Rd, Tallahassee, FL 32303",1096
1395,"2677 Old Bainbridge Rd, Tallahassee, FL 32303",1577
1396,"2680 N Orange Ave, Orlando, FL 32804",2497
1397,"2681 Roosevelt Blvd, Clearwater, FL 33760",1958
1398,"2681 University Blvd N, Jacksonville, FL 32211",1040
1399,"269 SE 5th Ave, Delray Beach, FL 33483",3319
1400,"2690 Enterprise Rd E, Clearwater, FL 33759",2074
1401,"2691 Charleston Town Place, Orlando, FL 32839",1917
1402,"270 Altamonte Bay Club Cir, Altamonte Springs, FL 32701",1719
1403,"270 E Bay St, Lakeland, FL 33801",1730
1404,"2700 Carlson Cir, Melbourne, FL 32901",951
1405,"2700 Quantum Lakes Dr, Boynton Beach, FL 33426",2218
1406,"2700 SW 27th Ave, Miami, FL 33133",3269
1407,"2700 SW Archer Rd, Gainesville, FL 32608",1149
1408,"2700 Sabal Alexander Cir, Longwood, FL 32779",1965
1409,"2700 Summershine St, Land O' Lakes, FL 34638",2202
1410,"2700 Welaunee Blvd, Tallahassee, FL 32308",1631
1411,"2701 Biscayne Blvd, Miami, FL 33137",2785
1412,"2701 Dunedin Commons Pl, Dunedin, FL 34698",2319
1413,"2701 Mayport Rd, Jacksonville, FL 32233",1750
1414,"2701 NE 7th St, Ocala, FL 34470",1281
1415,"2701 NW 23rd Blvd, Gainesville, FL 32605",1671
1416,"2701 Rock Island Rd, Margate, FL 33063",2211
1417,"2701 SW 13th St, Gainesville, FL 32608",1344
1418,"2701 W Waters Ave, Tampa, FL 33614",1520
1419,"2705 Bosque Cir, Melbourne, FL 32940",1828
1420,"2707 SW 33rd Ave, Ocala, FL 34474",1451
1421,"2711 Allen Rd, Tallahassee, FL 32312",1071
1422,"2719 Colonial Blvd, Fort Myers, FL 33907",1626
1423,"2725 SW 27th Ave, Gainesville, FL 32608",1162
1424,"2733 Forest Hills Blvd, Coral Springs, FL 33065",1750
1425,"2738 Roosevelt Blvd, Clearwater, FL 33760",1818
1426,"275 Fontainebleau Blvd, Miami, FL 33172",2404
1427,"275 John Knox Rd, Tallahassee, FL 32303",1253
1428,"275 N Federal Hwy, Pompano Beach, FL 33062",2518
1429,"2750 Old St Augustine Rd, Tallahassee, FL 32301",1212
1430,"2750 Rio Vista Blvd, Palm Beach Gardens, FL 33410",2208
1431,"2750 SW 113th Ln, Miramar, FL 33025",2516
1432,"2750 SW 73rd Way, Davie, FL 33314",2200
1433,"2753 Mayport Rd, Jacksonville, FL 32233",1874
1434,"2760 Mayport Rd, Jacksonville, FL 32233",1500
1435,"2768 Florida A1A, Jacksonville, FL 32233",1472
1436,"2770 Roosevelt Blvd, Clearwater, FL 33760",1531
1437,"2785 Chaddsford Cir, Oviedo, FL 32765",1887
1438,"2798 St Johns Ave, Jacksonville, FL 32205",1617
1439,"280 John Knox Rd, Tallahassee, FL 32303",1083
1440,"280 SW 56th Terrace, Margate, FL 33068",1742
1441,"2800 NW 44th St, Oakland Park, FL 33309",1509
1442,"2800 Telluride Loop, Sarasota, FL 34243",2501
1443,"2800 University Blvd S, Jacksonville, FL 32216",1344
1444,"2800 Yellow Creek Loop, Cape Coral, FL 33909",2007
1445,"28000 Crest Preserve Cir, Bonita Springs, FL 34135",2393
1446,"2801 Biltmore Park Dr, Orlando, FL 32835",2240
1447,"2801 NW 23rd Blvd, Gainesville, FL 32605",1971
1448,"2801 NW 91st Ave, Coral Springs, FL 33065",1947
1449,"2802 Cheval St, Orlando, FL 32828",1939
1450,"2805 W Horatio St, Tampa, FL 33609",1363
1451,"2811 Ruleme St, Eustis, FL 32726",870
1452,"28151 Dovewood Ct, Bonita Springs, FL 34135",2317
1453,"2825 Central Ave, Fort Myers, FL 33901",1400
1454,"2829 S Oakland Forest Dr, Oakland Park, FL 33309",2372
1455,"2833 S Adams St, Tallahassee, FL 32301",1500
1456,"2835 50th Ave W, Bradenton, FL 34207",1791
1457,"2841 Enterprise Rd, DeBary, FL 32713",1839
1458,"2841 SW 13th St, Gainesville, FL 32608",1157
1459,"2848 Caribbean Isle Blvd, Melbourne, FL 32935",1587
1460,"285 Uptown Blvd, Altamonte Springs, FL 32701",2187
1461,"28501 Channel View Dr, Little Torch Key, FL 33042",3433
1462,"2855 Apalachee Pkwy, Tallahassee, FL 32301",1397
1463,"2855 Gulf to Bay Blvd, Clearwater, FL 33759",2316
1464,"2859 S Conway Rd, Orlando, FL 32812",1819
1465,"2870 Harrison Ave, Panama City, FL 32405",1461
1466,"28790 Versol Dr, Bonita Springs, FL 34135",2630
1467,"2880 Avila Cross Cir, Oviedo, FL 32765",2304
1468,"2880 N Wickham Rd, Melbourne, FL 32935",1574
1469,"2882 Tennis Club Dr, West Palm Beach, FL 33417",1687
1470,"2890 Red Lion Square, Winter Park, FL 32792",1594
1471,"290 Courtney Lakes Cir, West Palm Beach, FL 33401",2368
1472,"290 N Olive Ave, West Palm Beach, FL 33401",3520
1473,"2900 Coronet Ln, Jacksonville, FL 32207",1004
1474,"2900 N 26th Ave, Hollywood, FL 33020",1024
1475,"2900 SW 28th Ln, Miami, FL 33133",3102
1476,"2900 State Rd A1A, Jacksonville, FL 32233",1375
1477,"2901 Gandy Blvd, Pinellas Park, FL 33782",2081
1478,"2901 N Dale Mabry Hwy, Tampa, FL 33607",1640
1479,"2901 NE 1st Ave, Miami, FL 33137",2920
1480,"2901 SW 41st St, Ocala, FL 34474",1541
1481,"2902 Sycamore Ct, Tampa, FL 33613",1405
1482,"2903 NW 130th Ave, Sunrise, FL 33323",2416
1483,"2909 Gulf To Bay Blvd, Clearwater, FL 33759",1606
1484,"2915 NW 60th Ave, Sunrise, FL 33313",1805
1485,"2915 Sharer Rd, Tallahassee, FL 32312",1671
1486,"2922 Miccosukee Rd, Tallahassee, FL 32308",920
1487,"2930 SW 23rd Terrace, Gainesville, FL 32608",1168
1488,"2940 Forest Hills Blvd, Coral Springs, FL 33065",1848
1489,"2940 Solano Avenue, Cooper City, FL 33024",2517
1490,"2943 Spring Park Rd, Jacksonville, FL 32207",1426
1491,"295 NE Ivanhoe Blvd, Orlando, FL 32804",2729
1492,"2950 Harrison Ave, Panama City, FL 32405",1495
1493,"2951 Mallory Cir, Kissimmee, FL 34747",1994
1494,"2959 Apalachee Pkwy, Tallahassee, FL 32301",1127
1495,"2970 Sandhill Ridge Ct, Kissimmee, FL 34741",2106
1496,"2980 Grandeville Cir, Oviedo, FL 32765",1886
1497,"2998 Jerry Ln, Jacksonville, FL 32218",1995
1498,"3 Egret Ave, Santa Rosa Beach, FL 32459",2577
1499,"30 Mc Davis Loop, Santa Rosa Beach, FL 32459",1824
1500,"300 Heartland Blvd, Mulberry, FL 33860",1758
1501,"300 Jamestown Dr, Winter Park, FL 32792",1051
1502,"300 Kings Point Dr, Sunny Isles Beach, FL 33160",3449
1503,"300 Lock Rd, Deerfield Beach, FL 33442",1620
1504,"300 Miller Rd, Deland, FL 32724",902
1505,"300 Sheoah Blvd, Winter Springs, FL 32708",1812
1506,"300 Tuscany Way, Melbourne, FL 32940",2064
1507,"3000 Coronet Ln, Jacksonville, FL 32207",1312
1508,"3000 Foxhill Cir, Apopka, FL 32703",1762
1509,"3000 Marta Cir, Kissimmee, FL 34741",1876
1510,"3000 NE 2nd Ave, Miami, FL 33137",3780
1511,"3000 NE 6th Ave, Oakland Park, FL 33334",3314
1512,"3000 National Parks Dr, Orlando, FL 32837",2059
1513,"3001 Fountainhead Cir, Melbourne, FL 32934",1640
1514,"3001 NW 130th Terrace, Sunrise, FL 33323",2732
1515,"3001 NW 35th Ave, Lauderdale Lakes, FL 33311",1312
1516,"3001 Northland Rd, Mt Dora, FL 32757",1030
1517,"3001 SE Lake Weir Ave, Ocala, FL 34471",1634
1518,"3001 SW 24th Ave, Ocala, FL 34471",1764
1519,"3001 SW Archer Rd, Gainesville, FL 32608",1089
1520,"3003 S Frontage Rd, Plant City, FL 33566",1689
1521,"301 Arrow Wood Trail, DeLand, FL 32724",873
1522,"301 Belcher Rd N, Largo, FL 33771",1328
1523,"301 Caravan Cir, Jacksonville, FL 32216",1278
1524,"301 Harbour Pl Dr, Tampa, FL 33602",3214
1525,"301 SE 6th Ave, Homestead, FL 33030",1248
1526,"301 SW 1st Ave, Fort Lauderdale, FL 33301",2888
1527,"301 Seacrest Dr, Largo, FL 33771",1604
1528,"3010 Camber Dr, St Cloud, FL 34769",1724
1529,"3010 SW 23rd Terrace, Gainesville, FL 32608",900
1530,"3011 Terracap Way, Estero, FL 33928",2253
1531,"3014 Bicentennial Dr, Jacksonville, FL 32221",1670
1532,"3014 Orange Center Blvd, Orlando, FL 32805",650
1533,"3017 Clementine Ct, Sarasota, FL 34240",2333
1534,"302 26th Ave W, Bradenton, FL 34205",2031
1535,"302 Blessinger Dr, Fort Walton Beach, FL 32547",1972
1536,"302 Cabana Blvd, Panama City Beach, FL 32407",1558
1537,"302 N Hubert Ave, Tampa, FL 33609",1342
1538,"302 Sabal Park Pl, Longwood, FL 32779",1904
1539,"3020 Reedy Creek Blvd, Kissimmee, FL 34747",1366
1540,"3021 FL-590, Clearwater, FL 33759",1817
1541,"3021 Savosa Ave, Kissimmee, FL 34741",1989
1542,"3024 N Powers Dr, Orlando, FL 32818",1542
1543,"3033 College Wood Dr, Melbourne, FL 32934",1061
1544,"3037 John Hancock Ct, Jacksonville, FL 32221",1615
1545,"3037 Wind Meadow Dr, Gulf Breeze, FL 32563",576
1546,"304 Lake Ave, Maitland, FL 32751",2096
1547,"3040 Aloma Ave, Winter Park, FL 32792",1513
1548,"3040 Oasis Grand Blvd, Fort Myers, FL 33916",2175
1549,"3040 SW 119 Ave, Miramar, FL 33025",2730
1550,"3045 Glen Park Ln, Orange Park, FL 32065",1500
1551,"305 Dr. M.L.K. Jr St S, St Petersburg, FL 33705",1623
1552,"305 Glades Cir, Largo, FL 33771",1679
1553,"305 Laredo Dr, Cocoa, FL 32926",2069
1554,"305 Summer Breeze Way, St. Augustine, FL 32086",1200
1555,"3050 La Spezia Cir, Kissimmee, FL 34741",1981
1556,"3050 Old River Rd, Jacksonville, FL 32257",1603
1557,"3050 Station Sq, Kissimmee, FL 34744",2097
1558,"3050 Tamaya Blvd, Jacksonville, FL 32246",1811
1559,"3050 Toscana Ln, Margate, FL 33063",2682
1560,"3051 Savannah Way, Melbourne, FL 32935",1597
1561,"3051 W 16th Ave, Hialeah, FL 33012",2462
1562,"306 Lakeview St, Orlando, FL 32804",1275
1563,"3060 Landings Cir, Orlando, FL 32824",1893
1564,"3060 SW 37th Ave, Miami, FL 33133",2823
1565,"3060 Southcreek Blvd, Orlando, FL 32824",2203
1566,"307 NW 1st Ave, Fort Lauderdale, FL 33301",913
1567,"3074 Southern Pine Trail, Orlando, FL 32826",1297
1568,"309 SW 16th Ave, Gainesville, FL 32601",1277
1569,"3099 Park Village Way, Melbourne, FL 32935",1287
1570,"31 W Adams St, Jacksonville, FL 32202",1378
1571,"310 Fitness Cir, Melbourne, FL 32901",1294
1572,"310 Granello Ave, Coral Gables, FL 33146",3156
1573,"310 N Cattlemen Rd, Sarasota, FL 34232",2353
1574,"310 N Orange Ave, Orlando, FL 32801",2170
1575,"310 S Nova Rd, Daytona Beach, FL 32114",1188
1576,"3100 Central Ave, St. Petersburg, FL 33712",2154
1577,"3100 Collins Ave, Miami, FL 33140",1678
1578,"3100 Domain Cir, Kissimmee, FL 34747",2011
1579,"3100 NE 190th St, Aventura, FL 33180",3046
1580,"3100 Old Winter Garden Rd, Ocoee, FL 34761",1719
1581,"3100 SweetBay Ave, Panama City, FL 32405",1700
1582,"3101 Emerald Pointe Dr, Hollywood, FL 33021",2041
1583,"3101 N Rocky Point Dr E, Tampa, FL 33607",2072
1584,"3101 Port Royale Blvd, Fort Lauderdale, FL 33308",1956
1585,"3101 Segreto Ln, Kissimmee, FL 34747",1760
1586,"3101 Village Blvd, West Palm Beach, FL 33409",1900
1587,"3105 Bay Oaks Ct, Tampa, FL 33629",1173
1588,"3105 La Costa Cir, Naples, FL 34105",2432
1589,"311 E Sheridan St, Dania Beach, FL 33004",2128
1590,"311 Los Altos Way, Altamonte Springs, FL 32714",1642
1591,"311 N Knowles Ave, Winter Park, FL 32789",1291
1592,"3110 Grand Ave, Pinellas Park, FL 33782",2367
1593,"3110 Grand Pavilion Dr, Tampa, FL 33613",1457
1594,"3111 S Dixie Hwy, West Palm Beach, FL 33405",3174
1595,"3114 Terry Brook Dr, Winter Park, FL 32792",1626
1596,"3115 Grand Ave, Pinellas Park, FL 33782",2195
1597,"31177 US Hwy 19 N, Palm Harbor, FL 34684",1836
1598,"312 23rd St, West Palm Beach, FL 33407",2192
1599,"3130 N Jog Rd, West Palm Beach, FL 33411",2325
1600,"3130 W Lambright St, Tampa, FL 33614",1162
1601,"3131 NE 1st Ave, Miami, FL 33137",3081
1602,"3131 University Blvd N, Jacksonville, FL 32211",1087
1603,"3132 W Lambright St, Tampa, FL 33614",1594
1604,"3140 Southgate Dr, Rockledge, FL 32955",1213
1605,"3148 Dick Wilson Blvd, Tallahassee, FL 32301",1935
1606,"3149 Landtree Pl, Orlando, FL 32812",1675
1607,"3150 Pyramid Pkwy, Lakeland, FL 33805",1220
1608,"3151 S Babcock St, Melbourne, FL 32901",1361
1609,"316 SW 62nd Blvd, Gainesville, FL 32607",1435
1610,"3160 Integra Lakes Ln, Casselberry, FL 32707",1960
1611,"3165 Brandywine Rd, Deland, FL 32720",1422
1612,"317 Racetrack Rd NW, Fort Walton Beach, FL 32547",2229
1613,"3170 Coral Way, Miami, FL 33145",2327
1614,"31790 US Hwy 19 N, Palm Harbor, FL 34684",1904
1615,"318 Monks Ct, Lake Mary, FL 32746",1751
1616,"32 SE 2nd Ave, Delray Beach, FL 33444",3131
1617,"320 Central Ave, Sarasota, FL 34236",3110
1618,"320 Franklin Club Dr, Delray Beach, FL 33483",2657
1619,"320 SE 3rd St, Gainesville, FL 32601",1526
1620,"320 W Palmetto Park Rd, Boca Raton, FL 33432",2575
1621,"3200 Champion Ring Rd, Fort Myers, FL 33905",2028
1622,"3200 Hartley Rd, Jacksonville, FL 32257",1464
1623,"3200 Haverhill Rd, West Palm Beach, FL 33417",2450
1624,"3200 Innovation Walk Loop, Orlando, FL 32828",1955
1625,"3200 NW 84th Ave, Sunrise, FL 33351",1797
1626,"3201 3rd Ave N, St. Petersburg, FL 33713",2106
1627,"3201 Huntington Pl Dr, Sarasota, FL 34237",1948
1628,"3202 W 9 Mile Rd, Pensacola, FL 32534",1716
1629,"3205 58th St S, Gulfport, FL 33707",2246
1630,"3205 E Olive Rd, Pensacola, FL 32514",1379
1631,"3207 Rosebud Ln, Winter Park, FL 32792",1684
1632,"3208 College Ct, Gulf Breeze, FL 32563",1603
1633,"321 Imperial Blvd, Lakeland, FL 33803",1567
1634,"321 SE 3rd St, Gainesville, FL 32601",1331
1635,"3210 Discovery Way, Jacksonville, FL 32224",1212
1636,"3211 Bee Ridge Rd, Sarasota, FL 34239",1246
1637,"3211 S Semoran Blvd, Orlando, FL 32822",1668
1638,"3215 Baird Ave, Lakeland, FL 33805",1267
1639,"3219 S Orange Ave, Orlando, FL 32806",1977
1640,"322 S Burkett Dr, Panama City, FL 32404",1094
1641,"3230 S Ridgewood Ave, South Daytona, FL 32119",1869
1642,"3230 SW Archer Rd, Gainesville, FL 32608",1297
1643,"3239 Justina Rd, Jacksonville, FL 32277",999
1644,"3240 SW 34th St, Ocala, FL 34474",1679
1645,"3247 Forum Blvd, Fort Myers, FL 33905",1822
1646,"325 E University Blvd, Melbourne, FL 32901",1123
1647,"325 Lago Cir, West Melbourne, FL 32904",1865
1648,"325 S Lake Ave, Lakeland, FL 33801",1316
1649,"3250 Bishop Park Dr, Winter Park, FL 32792",1639
1650,"3250 Douglas Grand Dr, Kissimmee, FL 34747",2115
1651,"3250 Orleans Ave, Kissimmee, FL 34747",1894
1652,"3250 SE Commerce Ave, Stuart, FL 34997",1796
1653,"3250 Whisper Lake Ln, Winter Park, FL 32792",1775
1654,"3251 Prime Park Cir, Kissimmee, FL 34746",2098
1655,"3252 SW 52nd Ave, Pembroke Park, FL 33023",1588
1656,"3255 Capital Cir NE, Tallahassee, FL 32308",919
1657,"326 Fern St, West Palm Beach, FL 33401",1886
1658,"3291 Sanford Ave, Sanford, FL 32773",1403
1659,"33 E Camino Real, Boca Raton, FL 33432",2525
1660,"33 SE 8th St, Boca Raton, FL 33432",2856
1661,"330 3rd St S, St Petersburg, FL 33701",3111
1662,"3301 32nd Ave S, St. Petersburg, FL 33712",2404
1663,"3301 S Kirkman Rd, Orlando, FL 32811",1999
1664,"3301 SW 13th St, Gainesville, FL 32608",1398
1665,"3303 Arden Villas Blvd, Orlando, FL 32817",1589
1666,"3303 N Lakeview Dr, Tampa, FL 33618",1465
1667,"3305 Grant Cove Cir, Cape Coral, FL 33991",2243
1668,"3310 NW 91st St, Gainesville, FL 32606",859
1669,"3312 S Semoran Blvd, Orlando, FL 32822",1533
1670,"3316 SW 41st Pl, Gainesville, FL 32608",1068
1671,"3320 Bermuda Isle Cir, Naples, FL 34109",2226
1672,"3320 Rivercrest Dr, Melbourne, FL 32935",1554
1673,"333 E Palmetto Park Rd, Boca Raton, FL 33432",3890
1674,"333 Fern St, West Palm Beach, FL 33401",3575
1675,"333 Lake in the Woods Dr, Melbourne, FL 32901",1702
1676,"333 Laurina St, Jacksonville, FL 32216",1325
1677,"333 N University Dr, Plantation, FL 33324",2769
1678,"333 Sunset Ave, Palm Beach, FL 33480",17343
1679,"333 W Columbia Ave, Kissimmee, FL 34741",1239
1680,"33305 Ryan Dr, Leesburg, FL 34788",1099
1681,"3331 Summit Blvd, Pensacola, FL 32503",1404
1682,"3333 Central Gardens Cir, Palm Beach Gardens, FL 33418",3155
1683,"3333 Duck Ave, Key West, FL 33040",3376
1684,"3333 Monument Rd, Jacksonville, FL 32225",1428
1685,"3333 Port Royale Dr S, Fort Lauderdale, FL 33308",3145
1686,"3334 S Bismark Ln, Jupiter, FL 33458",2706
1687,"3339 Handy Rd, Tampa, FL 33618",1649
1688,"335 N Magnolia Ave, Orlando, FL 32801",2093
1689,"335 N State Rd 7, Plantation, FL 33317",2425
1690,"3350 W Hillsborough Ave, Tampa, FL 33614",1567
1691,"3350 Wedgewood Dr NE, Palm Bay, FL 32905",1447
1692,"3355 Claire Ln, Jacksonville, FL 32223",1635
1693,"3360 Delray Bay Dr, Delray Beach, FL 33483",2434
1694,"3360 NW 1st Ct, Pompano Beach, FL 33069",2387
1695,"3378 Mission Lake Dr, Orlando, FL 32817",1804
1696,"3380 Fred George Rd, Tallahassee, FL 32303",1447
1697,"3385 Creekridge Rd, Brandon, FL 33511",1262
1698,"33870 Blue Star Hwy, Midway, FL 32343",940
1699,"340 SE 3rd St, Miami, FL 33131",3857
1700,"3400 Coral Springs Dr, Coral Springs, FL 33065",2950
1701,"3400 Davie Rd, Davie, FL 33314",2749
1702,"3400 NW 29th St, Lauderdale Lakes, FL 33311",1835
1703,"3404 Magenta Way, Brandon, FL 33511",1379
1704,"3408 Lancaster Ct, Tampa, FL 33614",1757
1705,"3409 Pomerol Dr, Wellington, FL 33414",3616
1706,"3415 SW 39 Blvd, Gainesville, FL 32608",1628
1707,"3415 W Hillsborough Ave, Tampa, FL 33614",1506
1708,"3419 Forum Blvd, Fort Myers, FL 33905",2093
1709,"342 Riverwood Dr, Crestview, FL 32536",1417
1710,"3425 SW 2nd Ave, Gainesville, FL 32607",1232
1711,"3435 3rd Ave N, St Petersburg, FL 33713",1558
1712,"3435 S Orange Ave, Orlando, FL 32806",1393
1713,"3435 SW 20th St, Ocala, FL 34474",1291
1714,"3440 N Goldenrod Rd, Winter Park, FL 32792",1632
1715,"3450 NW 50th Ave, Lauderdale Lakes, FL 33319",1888
1716,"3450 NW 85th Ct, Doral, FL 33122",2812
1717,"3450 Palencia Dr, Tampa, FL 33618",1547
1718,"3450 Townsend Blvd, Jacksonville, FL 32277",1500
1719,"3451 Queens St, Sarasota, FL 34231",1718
1720,"3453 Timber Run Dr, Valrico, FL 33596",1535
1721,"3454 Suncoast Villa Way, Spring Hill, FL 34609",1736
1722,"3480 NE 48th Terrace, Silver Springs, FL 34488",1096
1723,"3495 Pinewalk Dr N, Margate, FL 33063",2353
1724,"350 24th St NW, Winter Haven, FL 33880",1337
1725,"350 34th Ave Dr E, Bradenton, FL 34208",1161
1726,"350 Crossing Blvd, Orange Park, FL 32073",1472
1727,"3500 Creighton Rd, Pensacola, FL 32504",1240
1728,"3500 Millenia Blvd, Orlando, FL 32839",1993
1729,"3500 Star Lane, Fort Myers, FL 33916",1984
1730,"3500 University Blvd N, Jacksonville, FL 32277",1352
1731,"3500 W Sandpiper Dr, Boynton Beach, FL 33436",2071
1732,"3500 Washington St, Hollywood, FL 33021",1549
1733,"3500 Windmeadows Blvd, Gainesville, FL 32608",1196
1734,"3501 S Blair Stone Rd, Tallahassee, FL 32301",1682
1735,"3501 S Federal Hwy, Boynton Beach, FL 33435",2823
1736,"3501 Townsend Blvd, Jacksonville, FL 32277",1377
1737,"3502 Bocage Dr, Orlando, FL 32812",1450
1738,"3502 Jenks Ave, Panama City, FL 32405",1617
1739,"3505 W 10th Ave, Hialeah, FL 33012",1919
1740,"3505 W Atlantic Blvd, Pompano Beach, FL 33069",1680
1741,"3506 14th St W, Bradenton, FL 34205",1463
1742,"351 Northlake Blvd, Altamonte Springs, FL 32701",1553
1743,"3510 Cheshire Square, Sarasota, FL 34237",1996
1744,"3511 Great Cypress Cir, Ruskin, FL 33573",2090
1745,"3511 Gulf Breeze Pkwy, Gulf Breeze, FL 32563",1796
1746,"3512 Grande Reserve Way, Orlando, FL 32837",2116
1747,"3514 Chiquita Blvd S, Cape Coral, FL 33914",2241
1748,"3515 Delaney Dr, Melbourne, FL 32934",1917
1749,"3515 SW 39 Blvd, Gainesville, FL 32608",1686
1750,"3515 SW 39th Blvd, Gainesville, FL 32608",1455
1751,"3516 Coronado Dr, Sarasota, FL 34231",2120
1752,"3516 Grand Cayman Dr, Tampa, FL 33614",1629
1753,"3520 Cleveland Heights Blvd, Lakeland, FL 33803",1266
1754,"353 Aragon Ave, Coral Gables, FL 33134",3641
1755,"3530 Victoria Park Rd, Jacksonville, FL 32216",1431
1756,"3531 Plantation Way, Naples, FL 34112",1298
1757,"3534 Smithfield St, Jacksonville, FL 32217",1164
1758,"3536 Winifred Row Ln, Naples, FL 34116",2628
1759,"3540 NW 50th Ave, Lauderdale Lakes, FL 33319",1745
1760,"3541 30th Place, Lauderdale Lakes, FL 33311",2342
1761,"3544 St Johns Bluff Rd S, Jacksonville, FL 32224",1557
1762,"3545 W 98th St, Hialeah, FL 33018",2615
1763,"355 Monument Rd, Jacksonville, FL 32225",1220
1764,"355 N Rosalind Ave, Orlando, FL 32801",2092
1765,"3550 Esplanade Way, Tallahassee, FL 32311",1742
1766,"3550 Lake Center Dr, Mt Dora, FL 32757",1552
1767,"3551 NW 85th Way, Sunrise, FL 33351",2283
1768,"3551 San Pablo Rd S, Jacksonville, FL 32224",1384
1769,"3555 NW 83rd Ave, Doral, FL 33122",2689
1770,"3580 Pall Mall Dr, Jacksonville, FL 32257",1637
1771,"3585 SW 38th Terrace, Ocala, FL 34474",1998
1772,"3585-3595 Central Ave, Fort Myers, FL 33901",1229
1773,"3590 Village Blvd, West Palm Beach, FL 33407",2373
1774,"3591 NW 88TH DR, Coral Springs, FL 33065",2747
1775,"3595 Misty Oak Dr, Melbourne, FL 32901",1616
1776,"3595 New Jersey Rd, Lakeland, FL 33803",1439
1777,"360 11th St E, Bradenton, FL 34208",2141
1778,"360 Wymore Rd, Altamonte Springs, FL 32714",1359
1779,"3600 Terrapin Ln, Coral Springs, FL 33067",1977
1780,"3600 W Hillsboro Blvd, Coconut Creek, FL 33073",2228
1781,"3601 Kernan Blvd S, Jacksonville, FL 32224",1540
1782,"3602 Carrollwood Pl Cir, Tampa, FL 33624",1795
1783,"3603 Middleburg Ln, Rockledge, FL 32955",2122
1784,"3603 Pavilion Palms Cir, Riverview, FL 33578",2118
1785,"3605 Landing Way Dr, Tampa, FL 33624",1719
1786,"3606 NW 5 Ave, Miami, FL 33127",1288
1787,"3606 Royalty Ct, Tampa, FL 33614",1467
1788,"3609 High Ridge Way, Boynton Beach, FL 33426",2380
1789,"3609 NE 207th St, Aventura, FL 33180",3222
1790,"3611 SW 34th St, Gainesville, FL 32608",1366
1791,"3615 Schoolhouse Rd W, Fort Myers, FL 33916",2113
1792,"362 NE 191st St, Miami, FL 33179",1588
1793,"3621 W Hillsboro Blvd, Coconut Creek, FL 33073",2243
1794,"3622 Coral Way, Miami, FL 33145",2639
1795,"3635 NE 1st Ave, Miami, FL 33137",3045
1796,"3641 SW Coquina Cove Way, Palm City, FL 34990",2103
1797,"3645 Barna Ave, Titusville, FL 32780",1294
1798,"3650 Summer Wind Dr, Winter Park, FL 32792",1629
1799,"3656 Verdi Cir, Palm Bay, FL 32909",2057
1800,"3660 E Bay Dr, Largo, FL 33771",1711
1801,"367 Sunny Oaks Way, Lady Lake, FL 32159",1610
1802,"3680 46th Ave S, St. Petersburg, FL 33711",2142
1803,"3680 Avalon Park East Blvd, Orlando, FL 32828",1803
1804,"3685 Victoria Manor Dr, Lakeland, FL 33805",1689
1805,"3695 Island Club Dr, North Port, FL 34288",1865
1806,"370 Center Lake Ln, Oviedo, FL 32765",2128
1807,"3700 Capital Cir SE, Tallahassee, FL 32311",1674
1808,"3700 Curry Ford Rd, Orlando, FL 32806",1621
1809,"3700 Pacific Point Pl, Fort Lauderdale, FL 33309",2239
1810,"3700 Windmeadows Blvd, Gainesville, FL 32608",1580
1811,"3701 Danforth Dr W, Jacksonville, FL 32224",1648
1812,"3701 Fountain Mist Dr, Tampa, FL 33614",1428
1813,"3701 Grandewood Boulevard, Orlando, FL 32837",2029
1814,"3701 SW 160th Ave, Miramar, FL 33027",2743
1815,"3701 Turtle Run Blvd, Coral Springs, FL 33067",2174
1816,"3701 Winkler Ave, Fort Myers, FL 33916",1613
1817,"3705 Hwy 524, Cocoa, FL 32926",1906
1818,"3709 San Pablo Rd S, Jacksonville, FL 32224",1603
1819,"3711 W State Rd 84, Davie, FL 33312",2543
1820,"3713 Milano Lakes Cir, Naples, FL 34114",2667
1821,"37149 Cody Cir, Hilliard, FL 32046",1192
1822,"3715 Alafaya Heights Rd, Orlando, FL 32828",2037
1823,"3726 Cleveland Heights Blvd, Lakeland, FL 33803",1562
1824,"3730 Midtown Dr, Tampa, FL 33607",2840
1825,"3730 W Bay Ave, Tampa, FL 33611",1201
1826,"3733 N Goldenrod Rd, Winter Park, FL 32792",1727
1827,"3737 St Johns Bluff Rd S, Jacksonville, FL 32224",1391
1828,"3739 Metro Pkwy, Fort Myers, FL 33916",996
